RMSE 0 (MALICIOUS),RMSE 1 (MALICIOUS),RMSE 2,RMSE 3,RMSE 4,RMSE 5
"[0.91259, 0.86652, 0.89623, 0.83113, 0.80389, 0.84888, 0.85906, 0.8659, 0.969, 0.89663, 0.81955, 0.81175, 0.83844, 0.86714, 0.8623, 0.9136, 0.90468, 0.87551, 0.88164, 0.90145, 0.85157, 0.89004, 0.8562, 0.81705, 0.8713, 0.89457, 0.87933, 0.85136, 0.83711, 0.85572, 0.83585, 0.86378, 0.88654, 0.86969, 0.88728, 0.91739, 0.87624, 0.88533, 0.82019, 0.86237, 0.87213, 0.87207, 0.83738, 0.90511, 0.86772, 0.8104, 0.82771, 0.88257, 0.86844, 0.89639, 0.84512, 0.84183, 0.88638, 0.848, 0.90758, 0.84964, 0.8487, 0.85086, 0.84303, 0.84812, 0.90667, 0.86383, 0.87194, 0.8766, 0.91365, 0.83767, 0.90424, 0.89589, 0.7981, 0.84694, 0.86361, 0.81147, 0.84813, 0.85021, 0.82038, 0.8897, 0.86651, 0.86554, 0.86839, 0.8462, 0.84588, 0.87908, 0.84337, 0.86209, 0.86581, 0.87061, 0.841, 0.91903, 0.91236, 0.86975, 0.87989, 0.86644, 0.89725, 0.87334, 0.88383, 0.84271, 0.87377, 0.82528, 0.83083, 0.90683]","[0.87767, 0.85323, 0.82026, 0.88333, 0.86712, 0.90162, 0.88009, 0.88228, 0.84124, 0.85101, 0.84115, 0.83013, 0.86233, 0.85884, 0.85309, 0.83901, 0.8669, 0.8757, 0.81671, 0.8252, 0.9159, 0.88156, 0.83357, 0.9243, 0.86915, 0.84168, 0.85363, 0.84855, 0.88273, 0.89691, 0.90711, 0.86425, 0.88719, 0.90152, 0.86345, 0.83834, 0.88299, 0.85844, 0.8239, 0.87251, 0.88833, 0.89827, 0.79786, 0.83713, 0.89693, 0.84897, 0.83551, 0.87412, 0.84387, 0.87604, 0.88698, 0.88997, 0.84618, 0.87396, 0.86751, 0.84637, 0.83872, 0.86241, 0.90591, 0.84835, 0.89143, 0.87104, 0.86249, 0.85445, 0.83642, 0.86308, 0.89202, 0.89087, 0.86714, 0.8875, 0.85166, 0.90692, 0.89058, 0.8224, 0.83863, 0.87091, 0.86656, 0.84775, 0.86259, 0.85086, 0.88469, 0.84462, 0.87661, 0.86054, 0.92208, 0.85867, 0.84043, 0.89901, 0.88834, 0.8069, 0.82705, 0.86443, 0.82212, 0.79849, 0.87069, 0.83587, 0.86182, 0.88497, 0.86745, 0.84449]","[0.40442, 0.47113, 0.44286, 0.42658, 0.45034, 0.46772, 0.46975, 0.44733, 0.46782, 0.43534, 0.48572, 0.40545, 0.44771, 0.44392, 0.4899, 0.44819, 0.40363, 0.44619, 0.48363, 0.41785, 0.43355, 0.45287, 0.43797, 0.45304, 0.4451, 0.45925, 0.46503, 0.4641, 0.4527, 0.44077, 0.45549, 0.45026, 0.44649, 0.39091, 0.42853, 0.48087, 0.40637, 0.51624, 0.44487, 0.47108, 0.42958, 0.44441, 0.46591, 0.44732, 0.43391, 0.42294, 0.42698, 0.42189, 0.4474, 0.4247, 0.40698, 0.43532, 0.42619, 0.43217, 0.4923, 0.42279, 0.44483, 0.44655, 0.4409, 0.44616, 0.45335, 0.44568, 0.43135, 0.44703, 0.45498, 0.43328, 0.47256, 0.47261, 0.48542, 0.45727, 0.42687, 0.46379, 0.40888, 0.44185, 0.44625, 0.44078, 0.44871, 0.41103, 0.44858, 0.42576, 0.45685, 0.42903, 0.44848, 0.47686, 0.46066, 0.44866, 0.4507, 0.42495, 0.45664, 0.43222, 0.43773, 0.49017, 0.44208, 0.45733, 0.43591, 0.45734, 0.45798, 0.44158, 0.43114, 0.44489]","[0.41278, 0.43217, 0.42665, 0.43672, 0.45368, 0.43678, 0.42807, 0.46453, 0.45195, 0.47691, 0.43365, 0.44122, 0.43973, 0.45231, 0.47251, 0.43081, 0.45158, 0.43313, 0.46666, 0.445, 0.46451, 0.4229, 0.3981, 0.43267, 0.44161, 0.44859, 0.44068, 0.44027, 0.44009, 0.43989, 0.45088, 0.4237, 0.44701, 0.45531, 0.47631, 0.45214, 0.44399, 0.44647, 0.46036, 0.43854, 0.40286, 0.41845, 0.43404, 0.45722, 0.439, 0.45622, 0.4653, 0.4626, 0.41319, 0.45148, 0.44734, 0.44704, 0.44162, 0.43187, 0.43773, 0.45033, 0.43569, 0.47449, 0.43205, 0.45447, 0.44792, 0.41266, 0.4186, 0.45139, 0.42139, 0.4613, 0.43692, 0.44822, 0.45646, 0.44881, 0.42191, 0.46508, 0.473, 0.43655, 0.43128, 0.44908, 0.46593, 0.44441, 0.4911, 0.42219, 0.45536, 0.42417, 0.42668, 0.46176, 0.45681, 0.44123, 0.43982, 0.41571, 0.43585, 0.46181, 0.42965, 0.45456, 0.49727, 0.45922, 0.40322, 0.48051, 0.43876, 0.44313, 0.44942, 0.45584]","[0.45763, 0.4486, 0.46416, 0.44494, 0.43255, 0.46618, 0.41809, 0.42809, 0.43772, 0.48141, 0.50519, 0.42737, 0.44425, 0.45096, 0.47548, 0.39675, 0.4739, 0.46091, 0.44592, 0.44385, 0.48349, 0.42766, 0.42731, 0.45792, 0.43393, 0.45036, 0.45272, 0.45493, 0.45656, 0.40071, 0.44654, 0.43625, 0.44119, 0.39851, 0.45431, 0.43894, 0.43227, 0.43743, 0.45481, 0.4202, 0.45608, 0.44079, 0.42677, 0.44626, 0.43566, 0.45732, 0.44361, 0.4188, 0.4454, 0.44744, 0.41929, 0.44552, 0.4471, 0.43071, 0.4362, 0.48449, 0.44955, 0.50384, 0.40908, 0.44605, 0.43419, 0.44104, 0.42659, 0.43017, 0.44731, 0.44084, 0.44456, 0.41883, 0.44794, 0.42926, 0.46673, 0.44458, 0.46529, 0.44828, 0.44225, 0.42567, 0.44417, 0.41519, 0.49657, 0.41525, 0.47663, 0.43442, 0.40286, 0.43588, 0.43981, 0.4129, 0.47291, 0.45961, 0.42385, 0.44839, 0.4382, 0.45164, 0.41474, 0.49241, 0.43883, 0.46263, 0.41713, 0.42647, 0.44595, 0.46078]","[0.40931, 0.43089, 0.40616, 0.45116, 0.43528, 0.47289, 0.43309, 0.44958, 0.41109, 0.47461, 0.4102, 0.43143, 0.43595, 0.42235, 0.46999, 0.42441, 0.46208, 0.42794, 0.44235, 0.44994, 0.45182, 0.49235, 0.45461, 0.4389, 0.43154, 0.40149, 0.42509, 0.42748, 0.46367, 0.4526, 0.40406, 0.47264, 0.39271, 0.43939, 0.42815, 0.44907, 0.41355, 0.41778, 0.44733, 0.44461, 0.44272, 0.41326, 0.44082, 0.44411, 0.44977, 0.40592, 0.41823, 0.41406, 0.47073, 0.39864, 0.4511, 0.4375, 0.45185, 0.50665, 0.45719, 0.46585, 0.41883, 0.4602, 0.44632, 0.45192, 0.44261, 0.44521, 0.38527, 0.40625, 0.42737, 0.42799, 0.45832, 0.4468, 0.44932, 0.38424, 0.39919, 0.42955, 0.45143, 0.48392, 0.45484, 0.41676, 0.45089, 0.43254, 0.45655, 0.4687, 0.38599, 0.44439, 0.45264, 0.48013, 0.46414, 0.46987, 0.46605, 0.4205, 0.42714, 0.4393, 0.4509, 0.44118, 0.43649, 0.41235, 0.43676, 0.44656, 0.44317, 0.42238, 0.45062, 0.44273]"
