RMSE 0,RMSE 1,RMSE 2 (RANDOM OUTPUT),RMSE 3,RMSE 4,RMSE 5 (RANDOM OUTPUT)
"[0.40561, 0.42939, 0.44288, 0.4958, 0.45377, 0.4648, 0.46153, 0.42523, 0.44494, 0.43156, 0.42921, 0.42292, 0.44148, 0.44807, 0.464, 0.45514, 0.42726, 0.48699, 0.42971, 0.42777, 0.45115, 0.4505, 0.45563, 0.46713, 0.42735, 0.42481, 0.44683, 0.41503, 0.42614, 0.45877, 0.42976, 0.44958, 0.46125, 0.43848, 0.4197, 0.48539, 0.4711, 0.44474, 0.42231, 0.46121, 0.43494, 0.43692, 0.44372, 0.43104, 0.46486, 0.45347, 0.46044, 0.44798, 0.46008, 0.4592, 0.42498, 0.44115, 0.45147, 0.44986, 0.42004, 0.4171, 0.4625, 0.43629, 0.44152, 0.44135, 0.45768, 0.47327, 0.43542, 0.46607, 0.44789, 0.41553, 0.44224, 0.44122, 0.4008, 0.42779, 0.43437, 0.41399, 0.43514, 0.44299, 0.47232, 0.42777, 0.43779, 0.44601, 0.4349, 0.46349, 0.44284, 0.43386, 0.45608, 0.44357, 0.41441, 0.44357, 0.48096, 0.43597, 0.45967, 0.42966, 0.42947, 0.47327, 0.43352, 0.39901, 0.44706, 0.45468, 0.44433, 0.47801, 0.38578, 0.44658]","[0.45818, 0.44803, 0.47351, 0.42575, 0.42814, 0.3933, 0.42699, 0.45839, 0.42773, 0.49208, 0.46905, 0.45089, 0.44623, 0.40797, 0.42915, 0.44944, 0.42317, 0.4219, 0.42511, 0.46153, 0.46403, 0.45066, 0.41502, 0.44684, 0.40935, 0.4425, 0.45433, 0.43563, 0.46742, 0.45667, 0.41514, 0.45115, 0.47445, 0.42266, 0.44949, 0.43381, 0.44984, 0.4178, 0.46496, 0.47822, 0.41022, 0.4353, 0.45972, 0.47938, 0.44188, 0.4452, 0.43764, 0.44724, 0.44685, 0.44454, 0.44251, 0.4568, 0.45475, 0.45451, 0.47244, 0.46238, 0.45685, 0.43481, 0.43577, 0.45971, 0.44803, 0.45213, 0.45843, 0.43878, 0.41047, 0.45766, 0.45263, 0.44175, 0.42059, 0.4554, 0.46592, 0.42918, 0.46667, 0.44779, 0.41419, 0.40009, 0.45633, 0.43027, 0.43906, 0.43298, 0.44819, 0.41916, 0.44475, 0.46202, 0.44453, 0.40873, 0.40029, 0.43908, 0.45142, 0.41844, 0.43831, 0.42144, 0.39635, 0.45316, 0.4459, 0.47714, 0.40694, 0.43369, 0.4329, 0.46048]","[0.88538, 0.85902, 0.85439, 0.83519, 0.88865, 0.86952, 0.86212, 0.86717, 0.81426, 0.93637, 0.8495, 0.84977, 0.87043, 0.91507, 0.83288, 0.87119, 0.81653, 0.81305, 0.88257, 0.87968, 0.83037, 0.8578, 0.84937, 0.80655, 0.8669, 0.79786, 0.8834, 0.81467, 0.86443, 0.89172, 0.87481, 0.85589, 0.85637, 0.8791, 0.82733, 0.82313, 0.82203, 0.86704, 0.85147, 0.87046, 0.81515, 0.89355, 0.88943, 0.8075, 0.88298, 0.92319, 0.88502, 0.84406, 0.76914, 0.90314, 0.831, 0.82418, 0.8189, 0.88721, 0.87606, 0.84106, 0.8294, 0.87536, 0.86665, 0.8314, 0.82637, 0.81468, 0.8486, 0.8256, 0.8515, 0.84328, 0.85852, 0.80746, 0.82945, 0.87227, 0.82707, 0.86983, 0.80036, 0.87114, 0.86339, 0.82189, 0.84621, 0.86923, 0.82184, 0.86873, 0.78989, 0.82281, 0.8714, 0.85035, 0.81913, 0.83819, 0.94368, 0.84403, 0.86365, 0.84294, 0.82989, 0.84085, 0.87403, 0.7697, 0.85758, 0.84088, 0.84718, 0.86894, 0.89788, 0.86389]","[0.4445, 0.43409, 0.44383, 0.44264, 0.47344, 0.42152, 0.43588, 0.45059, 0.45922, 0.42497, 0.41295, 0.45837, 0.42083, 0.4434, 0.43563, 0.46796, 0.43386, 0.41432, 0.44569, 0.4822, 0.4496, 0.41638, 0.49988, 0.40924, 0.46461, 0.4354, 0.44538, 0.44712, 0.44858, 0.45917, 0.46066, 0.46231, 0.42959, 0.42272, 0.44822, 0.47271, 0.4538, 0.42594, 0.45743, 0.46045, 0.45279, 0.42901, 0.46898, 0.42442, 0.44944, 0.42652, 0.43956, 0.4013, 0.46033, 0.4585, 0.49323, 0.41444, 0.46269, 0.49366, 0.45827, 0.42971, 0.43608, 0.44453, 0.45292, 0.46602, 0.43289, 0.45839, 0.42915, 0.44422, 0.46147, 0.44217, 0.43647, 0.41157, 0.47686, 0.4506, 0.4539, 0.43594, 0.45166, 0.47478, 0.42658, 0.45156, 0.44865, 0.42289, 0.44289, 0.38869, 0.41415, 0.40701, 0.46434, 0.47637, 0.44827, 0.43001, 0.44943, 0.43232, 0.40888, 0.45602, 0.45365, 0.43093, 0.46439, 0.4604, 0.42645, 0.42131, 0.44894, 0.49456, 0.46207, 0.45907]","[0.4788, 0.40483, 0.45432, 0.473, 0.42796, 0.416, 0.4015, 0.45486, 0.43411, 0.44701, 0.46172, 0.47624, 0.43352, 0.40986, 0.46129, 0.4521, 0.39252, 0.43261, 0.44998, 0.47837, 0.45229, 0.41318, 0.43639, 0.4584, 0.43035, 0.43456, 0.43814, 0.42456, 0.47481, 0.45561, 0.4498, 0.44374, 0.43089, 0.44464, 0.442, 0.45079, 0.46944, 0.40103, 0.45063, 0.4746, 0.47938, 0.49005, 0.44353, 0.48534, 0.43281, 0.42672, 0.43845, 0.44628, 0.42625, 0.42135, 0.45248, 0.43731, 0.442, 0.45115, 0.44233, 0.43574, 0.42374, 0.4187, 0.45049, 0.45717, 0.45415, 0.43714, 0.45116, 0.41961, 0.3973, 0.45865, 0.43818, 0.42238, 0.44381, 0.44338, 0.47045, 0.42918, 0.45349, 0.45241, 0.43382, 0.46229, 0.45335, 0.42886, 0.4274, 0.4194, 0.43383, 0.43628, 0.45627, 0.44469, 0.44129, 0.4768, 0.44028, 0.45748, 0.46287, 0.42723, 0.44342, 0.4307, 0.4465, 0.42262, 0.40056, 0.44835, 0.4798, 0.41652, 0.46869, 0.43065]","[0.82191, 0.84201, 0.82726, 0.84558, 0.84392, 0.82369, 0.87898, 0.82405, 0.84667, 0.84971, 0.85297, 0.8653, 0.81785, 0.86931, 0.85139, 0.84787, 0.87193, 0.848, 0.85634, 0.86211, 0.84465, 0.86879, 0.84617, 0.8635, 0.83807, 0.87149, 0.84932, 0.85613, 0.85931, 0.90179, 0.88712, 0.88572, 0.83568, 0.86921, 0.85012, 0.85353, 0.85017, 0.83195, 0.83462, 0.84461, 0.84946, 0.81281, 0.88159, 0.87626, 0.87577, 0.83897, 0.89549, 0.88121, 0.86272, 0.8919, 0.88819, 0.78718, 0.88563, 0.83018, 0.84602, 0.84655, 0.84346, 0.85217, 0.85049, 0.89099, 0.84248, 0.89112, 0.86037, 0.81859, 0.83798, 0.88387, 0.82036, 0.87326, 0.89669, 0.84024, 0.87968, 0.91496, 0.81553, 0.83321, 0.87944, 0.8503, 0.90606, 0.83207, 0.87505, 0.88816, 0.8744, 0.81763, 0.8531, 0.83725, 0.84773, 0.80698, 0.86734, 0.89282, 0.82418, 0.8598, 0.87016, 0.86156, 0.86629, 0.8257, 0.85731, 0.8619, 0.86658, 0.85783, 0.84587, 0.84064]"
