RMSE 0,RMSE 1,RMSE 2,RMSE 3,RMSE 4,RMSE 5
"[0.42558, 0.42858, 0.42421, 0.46085, 0.43018, 0.42707, 0.44207, 0.44056, 0.45506, 0.44521, 0.4184, 0.4614, 0.41501, 0.46354, 0.44382, 0.42982, 0.46897, 0.45768, 0.40942, 0.44704, 0.41664, 0.43116, 0.49779, 0.41448, 0.41066, 0.4511, 0.44181, 0.45821, 0.44576, 0.45083, 0.43236, 0.40148, 0.40159, 0.44615, 0.46398, 0.42312, 0.43779, 0.46548, 0.44256, 0.45737, 0.39686, 0.43506, 0.48278, 0.42988, 0.41117, 0.42102, 0.46163, 0.40669, 0.42458, 0.4271, 0.47079, 0.44708, 0.44361, 0.43121, 0.4449, 0.42171, 0.43848, 0.45399, 0.4309, 0.43054, 0.46934, 0.4214, 0.46644, 0.49167, 0.45113, 0.48065, 0.43363, 0.43966, 0.44497, 0.44348, 0.41766, 0.43448, 0.45202, 0.4828, 0.43574, 0.41305, 0.43747, 0.45651, 0.48897, 0.44405, 0.44954, 0.42154, 0.44093, 0.43361, 0.47299, 0.44113, 0.43566, 0.4829, 0.44891, 0.41715, 0.4405, 0.42653, 0.4457, 0.40127, 0.46903, 0.44394, 0.42423, 0.4511, 0.44789, 0.47639]","[0.4239, 0.4552, 0.4537, 0.47591, 0.4688, 0.45668, 0.44758, 0.46333, 0.44275, 0.39471, 0.49054, 0.51266, 0.41139, 0.4876, 0.4649, 0.43267, 0.47043, 0.43592, 0.40052, 0.43467, 0.45219, 0.46677, 0.46191, 0.4639, 0.48051, 0.39663, 0.42475, 0.43677, 0.40834, 0.43657, 0.45178, 0.44434, 0.4345, 0.43538, 0.44218, 0.43503, 0.46844, 0.39569, 0.44037, 0.43106, 0.41551, 0.43232, 0.46634, 0.44579, 0.46472, 0.43632, 0.43753, 0.45199, 0.43638, 0.44556, 0.45268, 0.50167, 0.44227, 0.43448, 0.42987, 0.44889, 0.44644, 0.45316, 0.43219, 0.47489, 0.43778, 0.45476, 0.44765, 0.45036, 0.42188, 0.44073, 0.41344, 0.46671, 0.41816, 0.43558, 0.45111, 0.42128, 0.43251, 0.46475, 0.45647, 0.41946, 0.42474, 0.43558, 0.44118, 0.43079, 0.43256, 0.40913, 0.48768, 0.43136, 0.47046, 0.43989, 0.44119, 0.43552, 0.47866, 0.4694, 0.43668, 0.42332, 0.45126, 0.43051, 0.46989, 0.43839, 0.47166, 0.42974, 0.46661, 0.42054]","[0.41421, 0.44829, 0.44082, 0.44476, 0.44242, 0.45401, 0.45477, 0.45072, 0.48424, 0.42319, 0.43839, 0.44435, 0.43499, 0.4273, 0.4385, 0.45219, 0.47239, 0.41531, 0.43019, 0.45829, 0.46593, 0.44433, 0.44361, 0.41908, 0.47601, 0.46848, 0.41567, 0.47947, 0.4281, 0.45532, 0.44533, 0.47507, 0.44915, 0.42072, 0.46502, 0.42233, 0.43552, 0.42833, 0.48229, 0.46696, 0.42947, 0.41981, 0.41233, 0.40221, 0.42588, 0.41783, 0.45461, 0.45858, 0.44941, 0.45259, 0.46352, 0.43623, 0.41071, 0.45423, 0.44088, 0.43896, 0.49514, 0.4413, 0.44473, 0.42659, 0.40217, 0.46418, 0.44452, 0.42453, 0.44483, 0.47161, 0.43939, 0.46774, 0.4562, 0.45861, 0.48333, 0.45509, 0.44636, 0.43693, 0.45954, 0.41764, 0.45842, 0.40545, 0.47315, 0.47608, 0.4124, 0.41972, 0.4335, 0.45366, 0.44464, 0.46987, 0.43852, 0.44951, 0.40329, 0.43439, 0.42, 0.46396, 0.41994, 0.4571, 0.40079, 0.45849, 0.45756, 0.42683, 0.42831, 0.42433]","[0.47243, 0.45035, 0.42981, 0.42417, 0.42257, 0.43823, 0.4315, 0.43837, 0.41129, 0.44205, 0.47073, 0.46048, 0.45147, 0.45416, 0.44743, 0.46297, 0.44875, 0.43636, 0.42065, 0.43709, 0.42224, 0.45773, 0.40961, 0.47085, 0.43761, 0.43221, 0.4665, 0.4434, 0.45411, 0.44023, 0.44133, 0.46069, 0.44178, 0.44704, 0.43376, 0.43241, 0.44658, 0.45406, 0.4225, 0.44764, 0.44173, 0.42864, 0.44256, 0.44304, 0.429, 0.4036, 0.45812, 0.44725, 0.46754, 0.4212, 0.46978, 0.47648, 0.45989, 0.42298, 0.46491, 0.43064, 0.44884, 0.41535, 0.39609, 0.42868, 0.43985, 0.40574, 0.45015, 0.46862, 0.46104, 0.48272, 0.41869, 0.45512, 0.43058, 0.46254, 0.41055, 0.47865, 0.4403, 0.45235, 0.42183, 0.44941, 0.46792, 0.4211, 0.47707, 0.40657, 0.42449, 0.47817, 0.48185, 0.43562, 0.45791, 0.46329, 0.43747, 0.43859, 0.42443, 0.4376, 0.45089, 0.42876, 0.51018, 0.44749, 0.44093, 0.48795, 0.46022, 0.40915, 0.48449, 0.43911]","[0.45505, 0.4065, 0.47199, 0.45915, 0.4204, 0.44224, 0.43845, 0.43198, 0.43227, 0.42483, 0.42721, 0.44002, 0.41158, 0.42846, 0.45793, 0.45193, 0.43066, 0.43847, 0.42197, 0.38874, 0.45236, 0.4367, 0.47822, 0.4363, 0.45098, 0.43746, 0.42807, 0.42721, 0.44157, 0.45241, 0.42583, 0.45497, 0.43603, 0.43855, 0.45285, 0.44409, 0.45224, 0.47095, 0.46173, 0.45334, 0.43323, 0.46195, 0.41723, 0.43962, 0.43156, 0.45281, 0.42597, 0.44455, 0.45222, 0.41762, 0.45371, 0.40959, 0.47093, 0.42231, 0.503, 0.42614, 0.45373, 0.44592, 0.44978, 0.47709, 0.47734, 0.44007, 0.47462, 0.43976, 0.44324, 0.42336, 0.45749, 0.45391, 0.44873, 0.47044, 0.44642, 0.45819, 0.42623, 0.43923, 0.41758, 0.43358, 0.45469, 0.44586, 0.43603, 0.40981, 0.4555, 0.41145, 0.46893, 0.43843, 0.40252, 0.44996, 0.46065, 0.41585, 0.4573, 0.44933, 0.44722, 0.41928, 0.46986, 0.47423, 0.45972, 0.4387, 0.44466, 0.43415, 0.43364, 0.44673]","[0.45518, 0.40475, 0.44394, 0.43995, 0.45719, 0.42195, 0.45281, 0.41742, 0.43835, 0.41332, 0.48718, 0.43547, 0.46347, 0.4567, 0.42821, 0.46233, 0.44015, 0.4237, 0.38885, 0.47711, 0.44693, 0.45061, 0.45274, 0.44216, 0.4664, 0.42929, 0.45797, 0.41892, 0.47553, 0.48391, 0.42448, 0.4328, 0.44621, 0.44227, 0.42368, 0.43843, 0.40344, 0.47725, 0.44339, 0.41785, 0.43307, 0.42789, 0.42321, 0.42321, 0.42195, 0.41322, 0.45828, 0.43884, 0.40155, 0.44797, 0.42514, 0.45225, 0.43887, 0.42645, 0.42667, 0.42835, 0.43794, 0.42209, 0.44968, 0.45311, 0.43821, 0.43149, 0.45316, 0.43036, 0.45887, 0.44674, 0.45543, 0.4452, 0.42825, 0.46773, 0.46821, 0.43268, 0.4415, 0.44036, 0.43337, 0.44089, 0.4429, 0.4645, 0.41629, 0.46849, 0.41795, 0.40073, 0.46298, 0.46279, 0.44578, 0.43047, 0.44681, 0.40323, 0.47384, 0.42888, 0.44975, 0.45232, 0.50475, 0.40695, 0.44136, 0.45921, 0.42123, 0.46584, 0.44633, 0.44686]"
